Emp ID,First Name,Middle Initial,Last Name,Gender,EMail,Date of Birth,Age,Weight,Date of Joining,Quarter of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,Age in Company,Salary,Last % Hike,SSN,Phone Num,Place Name,County,City,State,Zip
667531,Edmond,D,Spring,M,edmond.spring@aol.com,5/9/1985,32.24,74,1/17/2009,Q1,2009,1,January,Jan,17,8.53,117258,9%,095-02-3184,207-380-3319,Boothbay,Lincoln,Boothbay,ME,4537
646098,Saul,W,Mccarty,M,saul.mccarty@aol.com,3/27/1995,22.35,74,12/15/2016,Q4,2016,12,December,Dec,15,0.62,157492,28%,209-84-3622,210-388-6363,Houston,Harris,Houston,TX,77061
564508,Wayne,G,Ragsdale,M,wayne.ragsdale@gmail.com,10/29/1976,40.77,65,3/12/2013,Q1,2013,3,March,Mar,12,4.38,40530,15%,090-02-2518,219-645-6408,Fort Wayne,Allen,Fort Wayne,IN,46895
302495,Beverlee,I,Elam,F,beverlee.elam@gmail.com,1/11/1995,22.56,52,7/22/2017,Q3,2017,7,July,Jul,22,0.02,50193,8%,204-84-2164,218-314-2484,Wabasha,Wabasha,Wabasha,MN,55981
997769,Elvis,R,Specht,M,elvis.specht@gmail.com,2/25/1962,55.46,65,9/8/1992,Q3,1992,9,September,Sep,8,24.9,114865,17%,688-24-0226,209-877-8434,Modesto,Stanislaus,Modesto,CA,95353
462023,Mauricio,F,Valdes,M,mauricio.valdes@microsoft.com,3/12/1981,36.4,55,9/16/2015,Q3,2015,9,September,Sep,16,1.87,189866,8%,684-24-8961,339-413-8071,Groton,Middlesex,Groton,MA,1470
696812,Magen,N,Parnell,F,magen.parnell@aol.com,5/17/1966,51.23,54,9/21/2013,Q3,2013,9,September,Sep,21,3.85,67821,7%,182-86-8238,215-913-2839,Saint Clair,Schuylkill,Saint Clair,PA,17970
498684,Lissette,V,Cadena,F,lissette.cadena@gmail.com,8/28/1969,47.95,54,5/29/2005,Q2,2005,5,May,May,29,12.17,115078,4%,431-99-2649,262-606-1959,Milwaukee,Milwaukee,Milwaukee,WI,53219
629905,Angelo,H,Mundy,F,angelo.mundy@gmail.com,5/11/1962,55.25,57,10/27/2007,Q4,2007,10,October,Oct,27,9.76,159938,1%,335-11-5530,209-320-5095,Hornbrook,Siskiyou,Hornbrook,CA,96044
236841,Nohemi,F,Haley,F,nohemi.haley@yahoo.co.uk,5/29/1974,43.19,44,2/12/2006,Q1,2006,2,February,Feb,12,11.46,175466,27%,772-02-5231,201-965-7508,Belford,Monmouth,Belford,NJ,7718
247575,Adrian,H,Spraggins,M,adrian.spraggins@yahoo.co.in,6/13/1983,34.15,89,5/21/2008,Q2,2008,5,May,May,21,9.19,108560,16%,587-99-1396,303-539-7709,Greeley,Weld,Greeley,CO,80638
998520,Patrick,P,Keegan,M,patrick.keegan@yahoo.ca,2/17/1969,48.47,83,8/9/1997,Q3,1997,8,August,Aug,9,19.98,40243,28%,253-99-1614,229-763-7617,North Metro,North Metro,North Metro,GA,30158
118461,Eunice,H,Calvert,F,eunice.calvert@gmail.com,1/18/1973,44.55,51,3/10/1995,Q1,1995,3,March,Mar,10,22.4,122292,28%,230-99-1233,270-438-5216,Franklin,Simpson,Franklin,KY,42135
806977,Johnny,U,Stoffel,M,johnny.stoffel@yahoo.ca,7/4/1975,42.1,89,7/24/2013,Q3,2013,7,July,Jul,24,4.01,154848,29%,550-99-1635,228-926-9711,Myrtle,Union,Myrtle,MS,38650
763078,Denis,H,Cauley,M,denis.cauley@apple.com,9/22/1994,22.86,83,12/13/2015,Q4,2015,12,December,Dec,13,1.62,131077,16%,129-98-4824,907-562-9184,Koyukuk,Yukon-Koyukuk (CA),Koyukuk,AK,99754
996501,Judi,L,Baxter,F,judi.baxter@gmail.com,5/17/1966,51.23,44,12/8/2009,Q4,2009,12,December,Dec,8,7.64,130701,17%,339-11-4594,423-981-0750,Ooltewah,Hamilton,Ooltewah,TN,37363
157722,Katie,D,Messier,F,katie.messier@gmail.com,5/6/1984,33.25,45,12/7/2011,Q4,2011,12,December,Dec,7,5.64,56898,11%,401-73-7121,808-382-3212,Honolulu,Honolulu,Honolulu,HI,96841
811809,Cyrus,F,Feinberg,M,cyrus.feinberg@cox.net,7/16/1973,44.06,78,2/16/1999,Q1,1999,2,February,Feb,16,18.46,93101,22%,353-08-6284,314-906-2221,Etterville,Miller,Etterville,MO,65031
602965,Salome,K,Rollins,F,salome.rollins@aol.com,9/3/1979,37.93,42,1/15/2008,Q1,2008,1,January,Jan,15,9.54,170109,2%,618-87-1519,423-946-7928,Ooltewah,Hamilton,Ooltewah,TN,37363
358133,Mohamed,I,Kerrigan,M,mohamed.kerrigan@aol.com,6/14/1971,46.15,66,12/14/2009,Q4,2009,12,December,Dec,14,7.62,172240,25%,405-73-8525,605-780-5145,Armour,Douglas,Armour,SD,57313
317835,Mayme,E,Sanches,F,mayme.sanches@gmail.com,12/6/1969,47.67,60,11/21/2009,Q4,2009,11,November,Nov,21,7.69,136383,5%,485-41-5643,216-528-5995,Columbus,Franklin,Columbus,OH,43227
485332,Burma,I,Conrad,F,burma.conrad@gmail.com,6/28/1965,52.12,60,6/28/1998,Q2,1998,6,June,Jun,28,19.1,82343,22%,606-87-1195,303-636-5075,Denver,Denver,Denver,CO,80227
454140,Leonore,P,Morrell,F,leonore.morrell@bellsouth.net,1/1/1989,28.59,41,3/17/2016,Q1,2016,3,March,Mar,17,1.36,199297,28%,070-02-9628,503-880-7105,Albany,Linn,Albany,OR,97322
856039,Kip,P,Presnell,M,kip.presnell@hotmail.com,2/10/1973,44.49,50,7/15/2005,Q3,2005,7,July,Jul,15,12.04,133933,22%,692-18-6754,206-206-7092,Toppenish,Yakima,Toppenish,WA,98948
669819,Jae,J,Burnett,F,jae.burnett@yahoo.co.uk,6/24/1984,33.12,60,11/9/2015,Q4,2015,11,November,Nov,9,1.72,143529,13%,461-99-6900,209-679-2981,Placerville,El Dorado,Placerville,CA,95667
336715,Tod,C,Rudy,M,tod.rudy@gmail.com,9/24/1975,41.87,76,6/6/2017,Q2,2017,6,June,Jun,6,0.14,104224,15%,425-99-7289,802-975-0813,Chittenden,Rutland,Chittenden,VT,5737
177986,Mercy,K,Santoyo,F,mercy.santoyo@gmail.com,4/21/1969,48.3,40,8/15/2014,Q3,2014,8,August,Aug,15,2.95,43690,8%,242-99-7458,339-580-2379,Wayland,Middlesex,Wayland,MA,1778
517184,Raymundo,S,Woolfolk,M,raymundo.woolfolk@gmail.com,4/15/1958,59.33,50,3/18/2003,Q1,2003,3,March,Mar,18,14.37,110635,1%,478-43-4032,480-229-5380,Phoenix,Maricopa,Phoenix,AZ,85086
966115,Pierre,I,Dupuis,M,pierre.dupuis@gmail.com,4/10/1988,29.32,82,9/16/2013,Q3,2013,9,September,Sep,16,3.87,123776,22%,665-22-3653,505-662-6083,Smith Lake,McKinley,Smith Lake,NM,87365
941967,Denise,L,Daniels,F,denise.daniels@ibm.com,8/10/1958,59.01,56,11/23/1980,Q4,1980,11,November,Nov,23,36.7,152428,3%,587-99-9397,225-206-4473,Oak Grove,West Carroll,Oak Grove,LA,71263
324253,Jonell,X,Ketchum,F,jonell.ketchum@aol.com,5/17/1977,40.22,53,4/27/2013,Q2,2013,4,April,Apr,27,4.25,132245,10%,619-87-8470,206-484-1913,Baring,King,Baring,WA,98224
636761,Mckinley,D,Bemis,M,mckinley.bemis@hotmail.co.uk,7/16/1970,47.07,75,3/18/1998,Q1,1998,3,March,Mar,18,19.38,145479,12%,362-39-1514,210-246-1299,Arlington,Tarrant,Arlington,TX,76015
932255,Jani,U,Santillan,F,jani.santillan@yahoo.com,8/14/1983,33.98,43,6/17/2005,Q2,2005,6,June,Jun,17,12.12,117721,11%,289-15-6314,303-628-9715,Boulder,Boulder,Boulder,CO,80329
291160,Elfreda,C,Cope,F,elfreda.cope@yahoo.com,10/26/1973,43.78,55,3/30/2004,Q1,2004,3,March,Mar,30,13.34,75165,10%,525-99-1254,218-838-3596,Monticello,Wright,Monticello,MN,55584
311614,Eileen,F,Posner,F,eileen.posner@bellsouth.net,11/22/1965,51.72,56,1/12/2006,Q1,2006,1,January,Jan,12,11.55,50321,12%,658-36-6284,217-357-6372,Chicago,Cook,Chicago,IL,60611
569858,Latricia,M,Bolduc,F,latricia.bolduc@btinternet.com,8/24/1973,43.96,46,1/4/2010,Q1,2010,1,January,Jan,4,7.57,92381,6%,694-16-1765,319-676-8636,Lanesboro,Carroll,Lanesboro,IA,51451
780750,Mikel,Z,Bissell,M,mikel.bissell@aol.com,5/6/1995,22.24,56,5/17/2016,Q2,2016,5,May,May,17,1.2,93614,2%,374-37-7957,314-955-0793,Nevada,Vernon,Nevada,MO,64772
246760,Seema,A,Riles,F,seema.riles@charter.net,1/23/1972,45.54,41,7/31/2003,Q3,2003,7,July,Jul,31,14,97681,26%,596-94-0501,231-404-8220,Ann Arbor,Washtenaw,Ann Arbor,MI,48106
386002,Jean,D,Howland,M,jean.howland@gmail.com,10/10/1958,58.84,77,1/10/1983,Q1,1983,1,January,Jan,10,34.57,172188,0%,534-71-9672,209-388-8920,San Francisco,San Francisco,San Francisco,CA,94107
745349,Dan,W,Haven,M,dan.haven@yahoo.ca,1/13/1988,29.56,81,10/23/2015,Q4,2015,10,October,Oct,23,1.76,158541,6%,128-98-3754,215-567-3681,East Smithfield,Bradford,East Smithfield,PA,18817
169423,Arthur,Q,Osullivan,M,arthur.osullivan@yahoo.co.uk,5/20/1973,44.22,50,2/12/2013,Q1,2013,2,February,Feb,12,4.46,79864,25%,050-02-9308,231-445-8728,Traverse City,Grand Traverse,Traverse City,MI,49696
779743,Shan,V,Beene,F,shan.beene@hotmail.com,5/26/1970,47.21,53,4/26/1998,Q2,1998,4,April,Apr,26,19.27,104751,23%,568-99-3686,314-261-0885,Holt,Clay,Holt,MO,64048
245604,Dominica,I,Swafford,F,dominica.swafford@hotmail.com,9/25/1992,24.85,52,12/16/2016,Q4,2016,12,December,Dec,16,0.61,133518,11%,418-67-7566,215-693-5222,Entriken,Huntingdon,Entriken,PA,16638
568672,Erin,N,Benford,M,erin.benford@hotmail.com,4/27/1993,24.27,88,7/31/2016,Q3,2016,7,July,Jul,31,0.99,46933,1%,116-98-7857,206-887-5224,Cle Elum,Kittitas,Cle Elum,WA,98922
937521,Margarito,B,Matney,M,margarito.matney@yahoo.ca,2/24/1968,49.46,59,5/12/2017,Q2,2017,5,May,May,12,0.21,177536,21%,326-11-3752,308-724-5437,Stockville,Frontier,Stockville,NE,69042
650146,Stevie,Q,Abel,M,stevie.abel@gmail.com,10/28/1993,23.76,70,3/8/2016,Q1,2016,3,March,Mar,8,1.39,83181,11%,378-37-1263,319-994-6627,Des Moines,Polk,Des Moines,IA,50315
554753,Dara,E,Natal,F,dara.natal@gmail.com,11/8/1980,36.74,46,1/10/2003,Q1,2003,1,January,Jan,10,14.56,63891,4%,444-27-4053,479-809-3441,Turner,Phillips,Turner,AR,72383
991267,Alena,V,Quattlebaum,F,alena.quattlebaum@yahoo.com,10/12/1986,30.81,41,8/13/2008,Q3,2008,8,August,Aug,13,8.96,58821,3%,389-33-0858,262-234-4553,Avoca,Iowa,Avoca,WI,53506
286270,Dominic,H,Fulbright,M,dominic.fulbright@shaw.ca,2/15/1994,23.46,74,7/9/2017,Q3,2017,7,July,Jul,9,0.05,132850,14%,282-15-2327,702-345-5331,Las Vegas,Clark,Las Vegas,NV,89135
976511,Paris,Y,Windsor,F,paris.windsor@bp.com,10/19/1977,39.8,60,12/15/2009,Q4,2009,12,December,Dec,15,7.62,124310,6%,111-98-2593,479-729-4692,Hermitage,Bradley,Hermitage,AR,71647
235596,Cletus,N,Ebert,M,cletus.ebert@aol.com,12/9/1965,51.67,75,6/29/2017,Q2,2017,6,June,Jun,29,0.08,99294,9%,725-18-3376,316-242-6450,Shawnee Mission,Johnson,Shawnee Mission,KS,66250
191142,Hoa,G,Cassell,F,hoa.cassell@gmail.com,11/12/1963,53.75,52,7/19/2011,Q3,2011,7,July,Jul,19,6.03,156244,25%,469-57-0944,405-454-9129,Fort Sill,Comanche,Fort Sill,OK,73503
181654,Thomasina,W,Livesay,F,thomasina.livesay@aol.com,5/25/1971,46.21,43,11/5/2002,Q4,2002,11,November,Nov,5,14.74,69682,2%,116-98-8731,229-853-2295,Vidalia,Toombs,Vidalia,GA,30474
138668,Quinn,A,Cushing,M,quinn.cushing@walmart.com,8/21/1982,34.96,78,5/26/2009,Q2,2009,5,May,May,26,8.18,146506,9%,039-74-0942,210-500-3098,Grand Prairie,Dallas,Grand Prairie,TX,75054
204203,Argelia,D,Merchant,F,argelia.merchant@hotmail.com,2/2/1984,33.51,55,3/2/2009,Q1,2009,3,March,Mar,2,8.41,94620,11%,596-94-4934,239-707-3309,Pensacola,Escambia,Pensacola,FL,32591
142309,Asuncion,X,Jeske,F,asuncion.jeske@gmail.com,8/31/1976,40.93,44,2/6/2005,Q1,2005,2,February,Feb,6,12.48,184525,27%,408-99-2709,479-342-8849,Subiaco,Logan,Subiaco,AR,72865
979411,Janet,N,Harbaugh,F,janet.harbaugh@shaw.ca,1/2/1979,38.59,43,8/31/2012,Q3,2012,8,August,Aug,31,4.91,142068,15%,386-37-4316,218-548-1821,Sherburn,Martin,Sherburn,MN,56171
458286,Bret,L,Bentley,M,bret.bentley@aol.com,2/14/1979,38.48,69,5/31/2012,Q2,2012,5,May,May,31,5.16,137670,20%,582-99-8483,231-602-5040,Lake Orion,Oakland,Lake Orion,MI,48359
217789,Alphonso,B,Andrews,M,alphonso.andrews@hotmail.com,4/7/1967,50.34,90,10/14/2011,Q4,2011,10,October,Oct,14,5.79,176168,27%,125-98-8282,503-287-9065,Oceanside,Tillamook,Oceanside,OR,97134
962010,Fawn,C,Hyatt,F,fawn.hyatt@yahoo.ca,7/7/1958,59.1,58,6/13/1994,Q2,1994,6,June,Jun,13,23.14,134766,29%,060-02-2155,215-796-1734,Dagus Mines,Elk,Dagus Mines,PA,15831
605596,Marci,J,Gantz,F,marci.gantz@yahoo.co.uk,8/11/1962,55,42,3/15/2003,Q1,2003,3,March,Mar,15,14.38,66695,21%,473-55-3091,503-657-0186,Albany,Linn,Albany,OR,97322
879428,Abbie,R,Choe,F,abbie.choe@gmail.com,12/8/1984,32.66,47,12/21/2012,Q4,2012,12,December,Dec,21,4.6,117733,0%,070-02-1296,217-386-5400,Rock Island,Rock Island,Rock Island,IL,61206
388606,Lynwood,E,Vue,M,lynwood.vue@apple.com,8/30/1957,59.95,53,12/3/2004,Q4,2004,12,December,Dec,3,12.66,54141,3%,112-98-8134,215-762-9227,Cresson,Cambria,Cresson,PA,16630
813493,Preston,I,Deitz,M,preston.deitz@yahoo.co.in,5/3/1977,40.26,83,2/1/2001,Q1,2001,2,February,Feb,1,16.5,126353,18%,576-99-1689,252-730-3916,Creswell,Washington,Creswell,NC,27928
181572,Ethan,D,Keiser,M,ethan.keiser@hotmail.co.uk,11/9/1987,29.74,82,8/9/2012,Q3,2012,8,August,Aug,9,4.97,135410,3%,142-23-6721,217-625-4146,Machesney Park,Winnebago,Machesney Park,IL,61115
538001,Drucilla,I,Spalding,F,drucilla.spalding@verizon.net,3/19/1967,50.39,54,6/24/1992,Q2,1992,6,June,Jun,24,25.11,141159,29%,013-94-4364,215-528-1562,Blairs Mills,Huntingdon,Blairs Mills,PA,17213
253382,Rosalind,K,Savoie,F,rosalind.savoie@aol.com,4/15/1971,46.32,58,8/27/1997,Q3,1997,8,August,Aug,27,19.93,135152,29%,575-99-9357,217-240-1802,Smithboro,Bond,Smithboro,IL,62284
475459,Orlando,F,Beeler,M,orlando.beeler@gmail.com,4/18/1982,35.3,69,11/6/2003,Q4,2003,11,November,Nov,6,13.73,109452,11%,620-85-5125,225-681-4028,Clarks,Caldwell,Clarks,LA,71415
982351,Soon,W,Thornhill,F,soon.thornhill@ntlworld.com,1/3/1987,30.59,44,7/18/2017,Q3,2017,7,July,Jul,18,0.03,187715,5%,234-57-9527,206-520-2961,Seattle,King,Seattle,WA,98117
775638,Daniell,G,Lark,F,daniell.lark@gmail.com,12/14/1978,38.65,42,2/8/2013,Q1,2013,2,February,Feb,8,4.47,179442,1%,580-41-6581,252-829-3408,Taylorsville,Alexander,Taylorsville,NC,28681
731659,Rudy,T,Littleton,M,rudy.littleton@btinternet.com,6/19/1978,39.13,71,1/26/2003,Q1,2003,1,January,Jan,26,14.51,114719,6%,003-08-1975,231-451-7296,Pompeii,Gratiot,Pompeii,MI,48874
133725,Phil,D,Edgington,M,phil.edgington@shaw.ca,3/14/1979,38.4,73,7/7/2002,Q3,2002,7,July,Jul,7,15.07,87510,6%,153-23-2682,423-712-3203,Somerville,Fayette,Somerville,TN,38068
728256,Jamey,N,Hetzel,M,jamey.hetzel@verizon.net,5/1/1973,44.27,78,11/3/2011,Q4,2011,11,November,Nov,3,5.74,63266,1%,464-99-3487,314-938-8387,Kansas City,Clay,Kansas City,MO,64117
264703,Coy,C,Lundberg,M,coy.lundberg@yahoo.com,8/19/1983,33.96,65,12/6/2013,Q4,2013,12,December,Dec,6,3.64,43606,14%,596-94-5744,219-713-3321,Mitchell,Lawrence,Mitchell,IN,47446
973016,Renaldo,T,Modlin,M,renaldo.modlin@gmail.com,4/27/1962,55.29,67,3/20/1998,Q1,1998,3,March,Mar,20,19.37,169765,30%,632-31-6169,339-554-8719,Lanesboro,Berkshire,Lanesboro,MA,1237
839561,Amira,S,Langevin,F,amira.langevin@sbcglobal.net,1/9/1972,45.58,41,4/2/2008,Q2,2008,4,April,Apr,2,9.33,59756,2%,454-99-5986,239-850-6119,Panama City,Bay,Panama City,FL,32412
765478,Theodore,J,Jaffe,M,theodore.jaffe@gmail.com,8/15/1982,34.98,78,10/27/2009,Q4,2009,10,October,Oct,27,7.76,94380,28%,125-98-3234,217-946-4901,Charleston,Coles,Charleston,IL,61920
133288,Jerry,D,Woodham,M,jerry.woodham@gmail.com,8/18/1991,25.96,75,5/27/2016,Q2,2016,5,May,May,27,1.17,146709,20%,553-99-3557,503-461-6800,Ashwood,Jefferson,Ashwood,OR,97711
759839,Darcey,G,Corcoran,F,darcey.corcoran@yahoo.com,3/22/1977,40.38,44,9/26/2002,Q3,2002,9,September,Sep,26,14.85,111119,13%,149-23-7276,479-415-8928,Pine Bluff,Jefferson,Pine Bluff,AR,71603
856910,Pasquale,T,Hickox,M,pasquale.hickox@aol.com,5/28/1982,35.19,55,2/14/2008,Q1,2008,2,February,Feb,14,9.46,163700,28%,300-15-3070,208-957-9692,Howe,Butte,Howe,ID,83244
135522,Versie,B,Funkhouser,F,versie.funkhouser@hotmail.com,10/10/1975,41.83,60,11/14/2008,Q4,2008,11,November,Nov,14,8.71,198528,1%,386-37-1059,385-586-2709,Saint George,Washington,Saint George,UT,84770
423548,Rufus,E,Brauer,M,rufus.brauer@verizon.net,10/6/1962,54.85,56,10/21/1999,Q4,1999,10,October,Oct,21,17.78,66338,13%,366-39-0631,405-693-3201,Vinson,Harmon,Vinson,OK,73571
465666,Rocio,H,Leveille,F,rocio.leveille@gmail.com,5/28/1973,44.2,56,11/14/2015,Q4,2015,11,November,Nov,14,1.7,176020,20%,760-12-0790,401-838-6911,Saunderstown,Washington,Saunderstown,RI,2874
231834,Saundra,I,Audet,F,saundra.audet@hotmail.com,3/8/1991,26.41,45,7/5/2013,Q3,2013,7,July,Jul,5,4.07,57631,22%,529-99-3371,206-939-1508,Deer Park,Spokane,Deer Park,WA,99006
533537,Jonie,G,Forman,F,jonie.forman@bp.com,3/9/1975,42.42,53,4/18/2016,Q2,2016,4,April,Apr,18,1.28,130834,18%,490-29-1908,216-494-0486,Jacksontown,Licking,Jacksontown,OH,43030
327811,Shad,X,Groth,M,shad.groth@gmail.com,9/15/1981,35.89,72,2/4/2015,Q1,2015,2,February,Feb,4,2.48,187114,8%,101-02-1481,205-927-9579,Fort Payne,DeKalb,Fort Payne,AL,35968
346844,Tameka,K,Torres,F,tameka.torres@aol.com,5/10/1972,45.25,46,1/18/2002,Q1,2002,1,January,Jan,18,15.53,100608,29%,042-15-7358,212-561-5664,Rochester,Monroe,Rochester,NY,14622
250845,Kory,I,Waggoner,M,kory.waggoner@msn.com,11/16/1957,59.74,55,10/24/2016,Q4,2016,10,October,Oct,24,0.76,103123,27%,268-17-2735,308-706-8163,Lincoln,Lancaster,Lincoln,NE,68524
822207,Ahmed,O,Brunet,M,ahmed.brunet@yahoo.com,4/29/1967,50.28,85,2/8/1990,Q1,1990,2,February,Feb,8,27.48,96584,10%,058-02-8382,205-888-2958,Arley,Winston,Arley,AL,35541
424691,Stephen,K,Saxton,F,stephen.saxton@earthlink.net,8/27/1965,51.95,53,9/21/2008,Q3,2008,9,September,Sep,21,8.85,183186,20%,002-11-9530,205-787-8788,Prairie,Prairie,Prairie,AL,36771
945310,Rickey,Y,Miley,M,rickey.miley@outlook.com,5/17/1969,48.23,55,1/31/2001,Q1,2001,1,January,Jan,31,16.5,152434,6%,206-84-7789,202-813-6162,Washington,District of Columbia,Washington,DC,20555
454796,Deandre,W,Hendren,M,deandre.hendren@yahoo.com,1/31/1996,21.5,79,3/18/2017,Q1,2017,3,March,Mar,18,0.36,187530,29%,682-24-8413,308-396-8763,Sutherland,Lincoln,Sutherland,NE,69165
656752,Barton,N,Saldana,M,barton.saldana@yahoo.com,3/11/1961,56.42,58,10/24/2008,Q4,2008,10,October,Oct,24,8.76,123716,22%,554-99-5742,209-912-7352,San Diego,San Diego,San Diego,CA,92168
692974,Oma,V,Groth,F,oma.groth@hotmail.com,8/17/1995,21.96,51,12/22/2016,Q4,2016,12,December,Dec,22,0.6,100734,1%,470-57-2110,406-322-6179,Noxon,Sanders,Noxon,MT,59853
158037,Danelle,X,Hadfield,F,danelle.hadfield@yahoo.co.in,1/13/1992,25.56,59,11/17/2014,Q4,2014,11,November,Nov,17,2.7,122951,23%,320-11-8042,406-650-1884,Broadus,Powder River,Broadus,MT,59317
319435,Freeman,L,Vergara,M,freeman.vergara@hotmail.com,3/24/1964,53.38,60,6/5/2003,Q2,2003,6,June,Jun,5,14.16,186486,13%,460-99-4062,503-670-4908,Albany,Linn,Albany,OR,97321
776592,Kandra,Y,Mcvey,F,kandra.mcvey@hotmail.com,11/2/1968,48.77,49,2/4/2006,Q1,2006,2,February,Feb,4,11.48,115326,6%,021-94-6903,217-332-3396,Golf,Cook,Golf,IL,60029
525511,Marc,P,Acton,M,marc.acton@gmail.com,2/26/1985,32.44,72,6/6/2017,Q2,2017,6,June,Jun,6,0.14,40473,24%,562-99-5453,202-506-9603,Washington,District of Columbia,Washington,DC,20038
306477,Jeanetta,T,Reinhart,F,jeanetta.reinhart@gmail.com,10/11/1963,53.83,52,11/3/2010,Q4,2010,11,November,Nov,3,6.74,120022,2%,226-99-4237,802-951-8805,South Ryegate,Caledonia,South Ryegate,VT,5069
269297,Melony,T,Preece,F,melony.preece@sbcglobal.net,9/29/1991,25.85,42,5/31/2014,Q2,2014,5,May,May,31,3.16,146406,1%,352-08-4745,314-213-0700,Camdenton,Camden,Camdenton,MO,65020
852572,Eula,N,Goodin,F,eula.goodin@yahoo.com,11/12/1985,31.73,52,2/26/2011,Q1,2011,2,February,Feb,26,6.42,102166,29%,652-62-7434,304-341-3314,Harts,Lincoln,Harts,WV,25524
743102,Lajuana,L,Hellman,F,lajuana.hellman@yahoo.co.uk,8/19/1972,44.97,45,7/19/1995,Q3,1995,7,July,Jul,19,22.04,40147,11%,259-99-9702,228-337-9412,Potts Camp,Marshall,Potts Camp,MS,38659
317117,Wilburn,U,Burgess,M,wilburn.burgess@yahoo.com,3/19/1996,21.37,62,5/16/2017,Q2,2017,5,May,May,16,0.2,120414,8%,478-43-7647,205-323-5402,Gallant,Etowah,Gallant,AL,35972
247143,Dennis,K,Martz,M,dennis.martz@aol.com,11/13/1991,25.72,54,9/19/2016,Q3,2016,9,September,Sep,19,0.85,186989,27%,136-25-1932,803-538-2739,Tigerville,Greenville,Tigerville,SC,29688
223070,Sam,Q,Blake,M,sam.blake@aol.com,12/12/1971,45.66,87,9/5/2012,Q3,2012,9,September,Sep,5,4.9,55145,13%,440-29-0566,210-257-1833,Galena Park,Harris,Galena Park,TX,77547
497276,Olen,B,Jaffe,M,olen.jaffe@hotmail.com,11/15/1984,32.72,70,12/25/2006,Q4,2006,12,December,Dec,25,10.6,157032,0%,457-99-3906,303-939-8457,Julesburg,Sedgwick,Julesburg,CO,80737
568700,Drew,K,Wyckoff,F,drew.wyckoff@gmail.com,11/26/1979,37.7,48,6/28/2006,Q2,2006,6,June,Jun,28,11.09,42300,9%,110-98-9703,225-894-2651,Minden,Webster,Minden,LA,71058
283410,Celinda,K,Packard,F,celinda.packard@gmail.com,12/8/1992,24.65,42,1/1/2015,Q1,2015,1,January,Jan,1,2.57,123712,10%,130-98-8498,319-680-0128,Des Moines,Polk,Des Moines,IA,50381
630111,Jaqueline,J,Thornton,F,jaqueline.thornton@hotmail.com,3/28/1987,30.36,59,5/11/2014,Q2,2014,5,May,May,11,3.22,57826,23%,006-11-2179,218-823-6181,Maple Plain,Hennepin,Maple Plain,MN,55576
617515,Dwayne,W,Finley,M,dwayne.finley@gmail.com,8/29/1978,38.94,64,1/24/2015,Q1,2015,1,January,Jan,24,2.51,110433,9%,712-18-1017,239-962-2091,Bradenton,Manatee,Bradenton,FL,34202
850560,Clair,Y,Gall,F,clair.gall@bp.com,7/28/1993,24.02,50,2/18/2017,Q1,2017,2,February,Feb,18,0.44,177762,25%,390-33-6994,319-820-4030,Maurice,Sioux,Maurice,IA,51036
398985,Samira,Z,Barns,F,samira.barns@aol.com,12/30/1962,54.61,48,10/4/2008,Q4,2008,10,October,Oct,4,8.82,90335,23%,439-99-3728,239-501-4468,Orlando,Orange,Orlando,FL,32813
288810,Lenny,A,Deberry,M,lenny.deberry@microsoft.com,1/6/1978,39.58,66,2/28/2010,Q1,2010,2,February,Feb,28,7.42,198932,25%,331-11-5816,201-905-6084,Marmora,Cape May,Marmora,NJ,8223
958475,Jena,Z,Crumpton,F,jena.crumpton@gmail.com,2/22/1977,40.45,43,11/19/1999,Q4,1999,11,November,Nov,19,17.7,84188,12%,753-07-2896,339-278-8164,South Egremont,Berkshire,South Egremont,MA,1258
320954,Trinidad,R,Fellows,M,trinidad.fellows@gmail.com,11/3/1972,44.76,74,1/28/2005,Q1,2005,1,January,Jan,28,12.5,65284,1%,299-15-6260,270-982-5513,Lexington,Fayette,Lexington,KY,40515
730208,Gordon,X,Schlueter,M,gordon.schlueter@yahoo.com,3/13/1985,32.4,66,12/18/2008,Q4,2008,12,December,Dec,18,8.61,81401,23%,215-91-8308,209-687-9861,Winterhaven,Imperial,Winterhaven,CA,92283
623484,Elton,M,Burchett,M,elton.burchett@hotmail.com,1/14/1991,26.55,65,12/31/2014,Q4,2014,12,December,Dec,31,2.58,184837,28%,476-55-7671,201-297-3768,Waldwick,Bergen,Waldwick,NJ,7463
636094,Winston,N,Sala,M,winston.sala@shell.com,6/9/1972,45.16,69,1/9/2015,Q1,2015,1,January,Jan,9,2.55,129168,3%,428-99-5310,215-487-7028,Aultman,Indiana,Aultman,PA,15713
354285,Lauren,U,Taggart,M,lauren.taggart@gmail.com,7/23/1963,54.05,81,1/4/1990,Q1,1990,1,January,Jan,4,27.58,122260,2%,309-37-9402,252-883-5579,Charlotte,Mecklenburg,Charlotte,NC,28208
987202,Toby,R,Bertrand,M,toby.bertrand@aol.com,6/18/1965,52.15,82,10/9/2003,Q4,2003,10,October,Oct,9,13.81,174731,14%,644-29-9333,479-650-2910,Woodson,Pulaski,Woodson,AR,72180
